,kingdom,phylum,class,order,family,genus
281,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina
282,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Flaviporus
283,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Flavophlebia
284,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Floccularia
285,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes
286,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporella
287,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporia
288,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis
289,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fulvifomes
290,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia
291,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Galerella
292,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Galerella
293,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina
294,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina
295,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Galeropsis
296,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Gallacea
297,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Galzinia
298,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Gamundia
299,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma
300,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Gastroboletus
301,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Gastrocybe
302,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gastrosporiaceae,Gastrosporium
303,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gautieria
304,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum
305,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Gelatoporia
306,Fungi,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Gelopellis
307,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Gerhardtia
308,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Gerronema
309,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Giacomia
310,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gigasperma
311,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus
312,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Globulicium
313,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Globulisebacina
314,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gloeocantharellus
315,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeocystidiellum
316,Fungi,Basidiomycota,Agaricomycetes,Russulales,Gloeodontiaceae,Gloeodontia
317,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum
318,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Gloeoporus
319,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Gloeostereum
320,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Gloeotulasnella
321,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Gloiocephala
322,Fungi,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Gloiodon
323,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gloioxanthomyces
324,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius
325,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gomphus
326,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Grammothele
327,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Granulobasidium
328,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Grifolaceae,Grifola
331,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Gummiglobus
332,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Guyanagaster
333,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Gymnogaster
334,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Gymnomyces
335,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Gymnopaxillus
336,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus
337,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus
338,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Gyrodon
339,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Gyrodontium
340,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Gyrophanopsis
341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Gyrophragmium
342,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gyroporaceae,Gyroporus
343,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Haasiella
344,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Hallingea
345,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Haloaleurodiscus
346,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Halocyphina
347,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Hapalopilus
348,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma
349,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebelomina
350,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Heimiomyces
351,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Heimioporus
352,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Heinemannomyces
353,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Heliocybe
354,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Helvellosebacina
355,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hemileccinum
356,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Hemimycena
357,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota
358,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Hemistropharia
359,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Henningsomyces
360,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium
361,Fungi,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion
362,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Heterochaete
363,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Hexagonia
364,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia
365,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Homophron
366,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus
367,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Humidicutis
368,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Hyaloria
369,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Hydnangium
370,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum
371,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hydnochaete
372,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Hydnocristella
373,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Hydnomerulius
374,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia
375,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Hydnopolyporus
376,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Hydnum
377,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Hydropus
378,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygroaster
379,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe
380,Fungi,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygrophoropsis
381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus
382,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Hymenagaricus
383,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete
384,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster
385,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Hymenogloea
386,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis
387,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hyphoderma
388,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hyphodermella
389,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia
390,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Hyphodontiella
391,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma
392,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hypochnicium
393,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus
394,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium
395,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Ileodictyon
396,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria
397,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imperator
398,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Infundibulicybe
399,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Inocephalus
400,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inocutis
401,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe
402,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus
403,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Inopilus
404,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Intextomyces
405,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Irpex
406,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Ischnoderma
407,Fungi,Basidiomycota,Agaricomycetes,Jaapiales,Jaapiaceae,Jaapia
408,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Jahnoporus
409,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Junghuhnia
410,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Kauffmania
411,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Kavinia
412,Fungi,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Kjeldsenia
413,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Kobayasia
414,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Kuehneromyces
415,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria
416,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria
417,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Lachnella
418,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria
419,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius
420,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactifluus
421,Fungi,Basidiomycota,Agaricomycetes,Russulales,incertae_sedis,Laeticutis
422,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laetiporus
423,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria
424,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Lampteromyces
425,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Lanmaoa
426,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Laternea
427,Fungi,Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Laurilia
428,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Laxitextum
429,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum
430,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum
431,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Leiotrametes
432,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Lentaria
433,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus
434,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula
435,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus
436,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lenzites
437,Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Lepidostroma
438,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota
439,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista
440,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepistella
441,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Leptonia
442,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Leptoporus
443,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Leptosporomyces
444,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces
445,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus
446,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,LeucoAGAricus
447,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus
448,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocortinarius
449,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocybe
450,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Leucogaster
451,Fungi,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Leucogyrophana
452,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucopaxillus
453,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucopholiota
454,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia
455,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lignosus
456,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Limacella
457,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Limacella
458,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Limnoperdon
459,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces
460,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria
461,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lopharia
462,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Loweporus
463,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lulesia
464,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lycoperdon
465,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum
466,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus
467,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Mackintoshia
468,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Macrocybe
469,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Macrocystidia
470,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota
471,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota
472,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Macrotyphula
473,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Malajczukia
474,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Mallocybe
475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus
476,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius
477,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Marchandiopsis
478,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Mayamontana
479,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Megasporoporia
480,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Melanogaster
481,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca
482,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanomphalia
483,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Melanophyllum
484,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Melanoporia
485,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Melanotus
486,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Membranomyces
487,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Mensularia
488,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Meottomyces
489,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Meripilus
490,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Merismodes
491,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Meruliopsis
492,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Mesophellia
493,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Microporus
494,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Micropsalliota
495,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,incertae_sedis,Minimedusa
496,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Moniliophthora
497,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Montagnea
498,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Morganella
499,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Mucronella
500,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Multiclavula
501,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Multifurca
502,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pseudoclitocybaceae,Musumecia
503,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Mutatoderma
504,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Mutinus
505,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena
506,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycenella
507,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycenoporella
508,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Mycetinis
509,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia
510,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoaciella
511,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Mycobonia
512,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Mycocalia
513,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria
514,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Mycopan
515,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycorrhaphium
516,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Myochromella
517,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Myriostoma
518,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Mythicomyces
519,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium
520,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Myxomphalia
521,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Naiadolina
522,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Naucoria
523,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus
524,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Neohygrocybe
525,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoomphalina
526,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Neolentinus
527,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Neolentiporus
528,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Neonothopanus
529,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Neopaxillus
530,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Nia
531,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Nidula
532,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Nidularia
533,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Nigroporus
534,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Nivatogastrium
535,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Nolanea
536,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Nothocastoreum
537,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Notholepista
538,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Nothopanus
539,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Obba
540,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Octaviania
541,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Odonticium
542,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Oligoporus
543,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Omphaliaster
544,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Omphalina
545,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus
546,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Onnia
547,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Ossicaulis
548,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Oudemansiella
549,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Oxyporus
550,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pachykytospora
551,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Pachylepyrium
552,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Pachylepyrium
